Album,Artist,Genre,Label,Producer,Release Date,Meta Score
Purgatory,Borealis,"['Power metal', ' Progressive metal']",['AFM'],['Borealis'],Jun 19 2015,
ReStylin' Up 20 Years,Christine Anu,"['Jazz', ' soul', ' pop']",['Social Family'],['Steve Balbi'],Jun 19 2015,
Ascending Hate,Graveworm,"['Melodic death metal', ' gothic metal']",['AFM'],,Jun 19 2015,
Morning/Evening,Four Tet,['Electronic'],['Text'],['Kieran Hebden'],Jun 21 2015,
Heart Attack,AOA,"['K-pop', ' electropop', ' dance-pop']",['FNC Entertainment'],['Brave Brothers'],Jun 22 2015,
E·MO·TION,Carly Rae Jepsen,"['Pop', ' dance-pop']","['604', ' School Boy', ' Interscope', ' Universal']","['Ariel Rechtshaid', ' Peter Svensson', ' Shellback', ' Jeff Halatrax', ' Scooter Braun', ' Justin Bieber', ' Mattman & Robin', ' Christopher J Baran', ' Ben Romans', ' Dev Hynes', ' Stint', ' Zachary Gray', ' Rostam Batmanglij', ' Daniel A. Nigro', ' Greg Kurstin', ' The High Street', ' Carl Falk', ' Rami Yacoub', ' Greg Wells', ' LULOU', ' Wouter Janssen', ' Kyle Shearer', ' Keegan']",Jun 22 2015,
New Sense,The Ethical Debating Society,"['DIY punk', ' riot grrrl']",['Odd Box'],['Mark Jasper'],Jun 22 2015,
Get to Heaven,Everything Everything,"['Indie rock', ' art rock', ' synthpop', ' electronic rock']",['RCA'],['Stuart Price'],Jun 22 2015,
My Love Is Cool,Wolf Alice,['Alternative rock'],['Dirty Hit'],['Mike Crossey'],Jun 22 2015,
Dark Before Dawn,Breaking Benjamin,"['Alternative metal', ' post-grunge']",['Hollywood'],['Benjamin Burnley'],Jun 23 2015,
Shadows & Diamonds,Elijah Blake,['R&B'],"['ARTium', ' Def Jam']",['No I.D.'],Jun 23 2015,
Pageant Material,Kacey Musgraves,['Country'],['Mercury Nashville'],"['Luke Laird', ' Shane McAnally', ' Kacey Musgraves']",Jun 23 2015,
Skills in Pills,Lindemann,['Industrial metal'],['Warner Music'],['Peter Tägtgren'],Jun 23 2015,
Bones,Son Lux,,['Glassnote'],['Ryan Lott'],Jun 23 2015,
Unbreakable Smile,Tori Kelly,"['Pop', ' R&B']","['Capitol', ' Schoolboy']","['Chuck Harmony', ' Ed Sheeran', ' Ilya Salmanzadeh', ' Johan Carlsson', ' Lukas Loules', ' Malay', ' Max Martin', ' Oren Yoel', ' Oscar Holter', ' OzGo', ' Rickard Goransson', ' The Struts', ' Toby Gad', ' Tori Kelly']",Jun 23 2015,
The Gold Album: 18th Dynasty,Tyga,['Hip hop'],['Last Kings'],"['Kanye West', ' Mike Dean', ' Jess Jackson', ' SAP', ' Dupri', ' FKi', ' Soundz', ' David D.A. Doman', ' D-Nice', ' Rasool Diaz', ' Bedrock']",Jun 23 2015,
No Life for Me,Wavves and Cloud Nothings,"['Post-punk', ' pop punk', ' indie rock']",['Ghost Ramp'],"['Joel Williams', ' Nathan Williams']",Jun 28 2015,
Dreams Worth More Than Money,Meek Mill,['Hip hop'],"['Maybach', ' Dream Chasers', ' Atlantic']","['Rick Ross', ' The Monarch', ' Jahlil Beats', ' Alex Delicata', ' Big J', ' Kevin Cossom', ' Danny Morris', ' Southside', ' Tory Lanez', ' Yung Exclusive', ' Metro Boomin', ' DJ Khaled', ' Stoopid On Da Beat', ' Play Picasso', ' The Mekanics', ' Remedy', ' Mr. Bangladesh', ' Danny Boy Styles', ' SykSense', ' OZ', ' Boi-1da', ' Cardo', ' Ben Billions', ' Allen Ritter', ' Vinylz', ' Cubeatz', ' Danja']",Jun 29 2015,
Found in Far Away Places,August Burns Red,['Melodic metalcore'],['Fearless'],"['Carson Slovak', ' Grant McFarland']",Jun 30 2015,
In Another Life,Bilal,['Neo soul'],"['eOne Music', ' Purpose Music Group']",['Adrian Younge'],Jun 30 2015,
Bombastic,Bonnie McKee,['Pop'],['Bonnie McKee Music'],"['Alec Eskander', ' Sean Six Paddy Boyd', ' Oliver Goldstein', ' Greg Kurstin', ' Sean Walsh']",Jun 30 2015,
The Heart Is a Monster,Failure,['Alternative rock'],['INgrooves Music Group'],['Failure'],Jun 30 2015,
Heavy Love,Man Overboard,['Pop punk'],['Rise'],"['Bill Stevenson', ' Jason Livermore']",Jun 30 2015,
Savior,Metro Station,"['Pop', ' pop rock', ' electronic']",['Metro Station Music'],['H. Vice'],Jun 30 2015,
Wildheart,Miguel,"['R&B', ' rock']","['ByStorm', ' RCA']","['Miguel', ' Benny Blanco', ' Fisticuffs', ' Benny Cassette', ' Cashmere Cat', ' Salaam Remi', ' Happy Perez']",Jun 30 2015,
Pull the Thorns from Your Heart,Senses Fail,['Post-hardcore'],['Pure Noise'],,Jun 30 2015,
Summertime '06,Vince Staples,['Hip hop'],"['ARTium', ' Def Jam']","['Brian Kidd', ' Christian Rich', ' Clams Casino', ' DJ Dahi', ' No I.D.']",Jun 30 2015,
D,BIGBANG,"['Electronic rock', ' pop punk', ' pop']",['YG Entertainment'],"['G-Dragon', ' Teddy Park']",Jul 1 2015,
Now or Never,The V,"['Hard rock', ' heavy metal']",['Frontiers'],,Jul 3 2015,
Free Weezy Album,Lil Wayne,['Hip hop'],['Young Money'],"['Infamous', ' Kane Beatz', ' TODAY', ' T@', ' Jaroth', ' London on da Track', ' StreetRunner', ' Myles.William', ' Reefa', ' Avenue Beatz', ' Nascent', ' Sakwe', ' DVLP', ' Onhel', ' Twice as Nice', ' Cool & Dre']",Jul 4 2015,
Coma Ecliptic,Between the Buried and Me,['Progressive metal'],['Metal Blade'],['Jamie King'],Jul 10 2015,
Free,Cody Simpson,"['Rock', ' folk']","['Bananabeat', ' Coast House']",['Cisco Adler'],Jul 10 2015,
Hammer of the Witches,Cradle of Filth,['Extreme metal'],['Nuclear Blast'],['Scott Atkins'],Jul 10 2015,
Twelve Reasons to Die II,Ghostface Killah,['Hip hop'],['Linear Labs'],['Adrian Younge'],Jul 10 2015,
Working Girl,Little Boots,"['Synthpop', ' disco']","['On Repeat', ' Dim Mak']","['Ariel Rechtshaid', ' Bram Inscore', ' Brassica', ' Chris Kemsley', ' Com Truise', ' David Sharma', ' Dan Nigro', ' GRADES', ' Jas Shaw', ' Joe Cross', ' Lockhardt', ' Pat Lukens', ' Peter Wade']",Jul 10 2015,
Mobile Orchestra,Owl City,"['Electropop', ' synthpop', ' EDM', ' electronica']",['Republic'],"['Adam Young', ' Aloe Blacc', ' Joshua Crosby', ' Joey Moi', ' Ryan Williamson']",Jul 10 2015,
Till the End,Phinehas,['Metalcore'],['Artery'],,Jul 10 2015,
Sometime Last Night,R5,"['Alternative rock', ' pop rock']",['Hollywood'],"['Captain Cuts', ' Jonas Jeberg', ' Carl Falk', ' Johan Carlsson', ' Dreamlab', ' Randall Bobbitt', ' Jens Koerkemeier', ' Emanuel Kiriakou', ' Mitch Allan', ' Dan Book', ' Josh Abraham', ' Oligee', ' Rocky Lynch', ' Travis ""Tronik"" Huff', ' Mike Daly']",Jul 10 2015,
Wild Heart,Samantha Fish,['Roots rock'],['RUF'],['Luther Dickinson'],Jul 10 2015,
Black Rose,Tyrese,['R&B'],"['Voltron', ' Caroline']","['Tyrese Gibson', ' Brandon ""B.A.M."" Alexander', ' Seige Monstracity', ' Marcus Hodge', ' Rockwilder', ' Eric Hudson', ' Warryn Campbell', ' Tim Kelley']",Jul 10 2015,
Time Stands Still,Unleash the Archers,"['Power metal', ' melodic death metal']",['Napalm'],,Jul 10 2015,
Ghost Notes,Veruca Salt,"['Alternative rock', ' pop rock']",['El Camino Records'],['Brad Wood'],Jul 10 2015,
Communion,Years & Years,"['Synthpop', ' electronica', ' house']",['Polydor'],"['Andy Smith', ' Mark Ralph', ' Mike Spencer', ' TMS', ' Two Inch Punch', ' Years & Years']",Jul 10 2015,
Man Plans God Laughs,Public Enemy,['Hip hop'],['Spitdigital'],"['Gary G-Wiz', ' Carl Ryder']",Jul 16 2015,
Star Wars,Wilco,"['Alternative rock', ' indie rock']",['dBpm'],"['Tom Schick', ' Jeff Tweedy']",Jul 16 2015,
High Steppin',Blinddog Smokin',"['Funk', ' soul']",['Silver Talon Records'],['Donny Markowitz'],Jul 17 2015,
DS2,Future,"['Hip hop', ' trap']","['Freebandz', ' Epic', ' A1']","['Allen Ritter', ' Bankroll Clay', ' Cassius Jay', ' DJ Spinz', ' Frank Dukes', ' Future', ' Metro Boomin', ' Rocko', ' Sonny Digital', ' Southside', ' TM88', ' Zaytoven']",Jul 17 2015,
Sing into My Mouth,Iron & Wine & Ben Bridwell,"['Rock', ' indie rock', ' folk', ' world', ' country']","['Black Cricket', ' Brown']",['Iron & Wine'],Jul 17 2015,
Something More Than Free,Jason Isbell,['Alternative country'],['Southeastern Records'],['Dave Cobb'],Jul 17 2015,
How Does It Feel,MS MR,"['Dream pop', ' dark wave', ' alternative rock']",['Columbia'],"['Max Hershenow', ' Zach Nicita']",Jul 17 2015,
Attitude City,Ninja Sex Party,"['Comedy rock', ' synthpop']",,['Brian Wecht'],Jul 17 2015,
Dale,Pitbull,['Latin'],"['Mr. 305', ' RCA']","['AJ Junior', ' Alexandru Cotoi', ' Armando Pérez', ' Bilal The Chef', ' DJ Chino', ' DJ Unic', ' Don Miguelo', ' DVLP', ' Javier Conde Alonso', ' Jimmy Joker', ' Jorgie', ' Justin Trugman', ' Mario Genio Coto', ' Mika Moupondo', ' Motiff']",Jul 17 2015,
Magnifique,Ratatat,['Alternative rock'],['XL'],"['Evan Mast', ' Mike Stroud']",Jul 17 2015,
Currents,Tame Impala,['Synthpop'],"['Modular', ' Interscope']",['Kevin Parker'],Jul 17 2015,
The Blade,Ashley Monroe,['Country'],['Warner Bros. Nashville'],"['Vince Gill', ' Justin Niebank']",Jul 24 2015,
Not an Apology,Bea Miller,['Pop'],['Hollywood'],"['Alex Delicata', ' busbee', ' CJ Baran', ' Denis Kosiak', ' Jarrad Rogers', ' Mike Del Rio', ' Matt Squire', ' Mitch Allan', ' Oh', ' Hush!', ' Steve Tippeconnic', ' The Elev3n', ' The Runners']",Jul 24 2015,
A Liar Wrote This,The Bunny the Bear,"['Post-hardcore', ' experimental rock']",['Victory'],"['Doug White', ' Matthew Tybor']",Jul 24 2015,
Born in the Echoes,The Chemical Brothers,"['Electronica', ' trip hop', ' house', ' techno']","['Astralwerks', ' Virgin EMI']",['The Chemical Brothers'],Jul 24 2015,
Pound Syndrome,Hopsin,['Hip hop'],['Funk Volume'],['Hopsin'],Jul 24 2015,
Woman,Jill Scott,"['Neo soul', ' funk']","['Blue Babe', ' Atlantic']","['9th Wonder', ' Aaron Pearce', ' Adam Blackstone', ' Andre Harris', ' Pop Wansel', ' David Banner', ' Donovan Knight', ' Jill Scott', ' Terry ""Tru"" Sneed', ' Warryn Campbell']",Jul 24 2015,
Shockwave Supernova,Joe Satriani,['Instrumental rock'],['Epic'],"['Joe Satriani', ' John Cuniberti']",Jul 24 2015,
VII: Sturm und Drang,Lamb of God,"['Groove metal', ' thrash metal']","['Epic', ' Nuclear Blast']",['Josh Wilbur'],Jul 24 2015,
Collateral,Nervo,"['Dance', ' EDM']",['Ultra Music'],"['Nervo', ' Nicky Romero', ' R3hab', ' Fabian Lenssen', ' ZROQ', ' Ivan Gough', ' Jebu', ' Autoerotique', ' Fred Falke', ' Nile Rodgers', ' Hook N Sling', ' Steve Aoki', ' Afrojack', ' Adrian Lux', ' Matt Schwartz']",Jul 24 2015,
Double Vision,Prince Royce,['Latin pop'],['RCA'],"['Ilya Salmanzadeh', ' Jason Evigan', ' RoccStar', ' Toby Gad']",Jul 24 2015,
Key Markets,Sleaford Mods,"['Alternative hip hop', ' post-punk']",['Harbinger Sound'],,Jul 24 2015,
Underworld,Symphony X,"['Progressive metal', ' neoclassical metal']",['Nuclear Blast'],['Michael Romeo'],Jul 24 2015,
We Came as Romans,We Came as Romans,"['Post-hardcore', ' melodic metalcore', ' alternative rock']","['Equal Vision', ' Spinefarm', ' Caroline Australia']","['David Bendeth', ' Erik Ron']",Jul 24 2015,
Bahdeni Nami,Omar Souleyman,"['Folk', ' electronica']",['Monkeytown'],,Jul 28 2015,
The Most Lamentable Tragedy,Titus Andronicus,"['Punk rock', ' indie rock']",['Merge'],"['Kevin McMahon', ' Adam Reich']",Jul 28 2015,
Five Crooked Lines,Finger Eleven,"['Hard rock', ' alternative metal', ' post-grunge']",['The Bicycle Music Company'],['Dave Cobb'],Jul 31 2015,
Water for Your Soul,Joss Stone,"['Soul', ' reggae', ' hip hop', ' world music', ' R&B']","['S-Curve', "" Stone'd""]","['Joss Stone', ' Damian Marley', ' Conner Reeves', ' Jonathan Shorten', ' Steve Greenwell']",Jul 31 2015,
Of Ghosts and Gods,Kataklysm,['Death metal'],['Nuclear Blast'],,Jul 31 2015,
Copacetic,Knuckle Puck,['Pop punk'],['Rise'],['Seth Henderson'],Jul 31 2015,
Blood,Lianne La Havas,['Neo soul'],['Warner Bros.'],"['Jamie Lidell', ' Lianne La Havas', ' Mark Batson', ' Matt Hales', ' Paul Epworth', ' Stephen McGregor']",Jul 31 2015,
Marks to Prove It,The Maccabees,"['Alternative rock', ' indie rock']","['Fiction', ' Communion']","['Hugo White', ' Laurie Latham', ' The Maccabees']",Jul 31 2015,
Yung Rich Nation,Migos,['Trap'],"['300', ' Quality Control', ' Atlantic']","['Zaytoven', ' Murda Beatz', ' Honorable C.N.O.T.E.', ' Deko', ' OG Parker', ' DJ Durel']",Jul 31 2015,
Male,Natalie Imbruglia,"['Pop', ' pop rock', ' indie rock']",['Sony Masterworks'],['Billy Mann'],Jul 31 2015,
Saint Asonia,Saint Asonia,['Rock'],['RCA'],['Johnny K'],Jul 31 2015,
"Greatest Hits, Vol. 1",Teenage Time Killers,"['Rock', ' punk rock']",['Rise'],,Jul 31 2015,
Fire & Ashes,Xandria,"['Symphonic metal', ' power metal']",['Napalm'],['Joost van den Broek'],Jul 31 2015,
E,BIGBANG,['Hip hop'],['YG Entertainment'],"['G-Dragon', ' Teddy Park']",Aug 5 2015,
The Anthropocene Extinction,Cattle Decapitation,"['Deathgrind', ' progressive death metal']",['Metal Blade'],['Dave Otero'],Aug 7 2015,
Abyss,Chelsea Wolfe,"['Doom metal', ' gothic rock', ' noise rock', ' neofolk', ' drone metal']",['Sargent House'],"['John Congleton', ' Chelsea Wolfe']",Aug 7 2015,
Compton: A Soundtrack by Dr. Dre,Dr. Dre,"['West Coast hip hop', ' Hip hop']","['Aftermath', ' Interscope']","['Best Kept Secret', ' Bink', ' BMB SpaceKid', ' Cardiak', ' Choc', ' Cold 187um', ' Curt Chambers', ' Dem Jointz', ' DJ Dahi', ' DJ Khalil', ' DJ Premier', ' DJ Silk', ' Dontae Winslow', ' D.R.U.G.S.', ' Dr. Dre', ' Focus…', ' Free School', ' Theron Feemster', ' Trevor Lawrence', ' Jr.']",Aug 7 2015,
Genexus,Fear Factory,"['Industrial metal', ' groove metal', ' thrash metal']",['Nuclear Blast'],"['Fear Factory', ' Rhys Fulber', ' Andy Sneap']",Aug 7 2015,
Positive Songs for Negative People,Frank Turner,"['Folk punk', ' folk rock']","['Xtra Mile', ' Polydor', ' Interscope']",['Butch Walker'],Aug 7 2015,
No Good,Ivy Levan,"['Pop', ' swamp pop', ' pop rock', ' blue-eyed soul']","['Interscope', ' Cherrytree']",,Aug 7 2015,
Kill the Lights,Luke Bryan,['Country'],['Capitol Nashville'],"['Jeff Stevens', ' Jody Stevens']",Aug 7 2015,
Another One,Mac DeMarco,"['Indie rock', ' jangle pop', ' psychedelic pop', ' dream pop']",['Captured Tracks'],['Mac DeMarco'],Aug 7 2015,
Deathless,Miss May I,['Metalcore'],['Rise'],"['Joey Sturgis', ' Nick Sampson']",Aug 7 2015,
Love Is Free,Robyn & La Bagatelle Magique,['Dance'],"['Konichiwa', ' Cherrytree', ' Interscope']","['Robyn & La Bagatelle Magique', ' Klas Åhlund', ' Carli']",Aug 7 2015,
Hoops,The Rubens,"['Alternative', ' pop', ' rock']",['Ivy League'],"['David Kahne', ' Eric J Dubowsky']",Aug 7 2015,
M3LL155X,FKA twigs,"['Experimental', ' post-industrial', ' indietronica', ' trip hop', ' electronic']",['Young Turks'],"['FKA twigs', ' Boots', ' Tic and Cy An']",Aug 13 2015,
Music from Love & Mercy,Atticus Ross,"['Ambient', ' mashup']",['Capitol'],,Aug 14 2015,
Psycadelik Thoughtz,B.o.B,['Alternative hip hop'],"['Grand Hustle', ' Atlantic', ' Rebel Rock']","['Arthur McArthur', ' B.o.B.', ' Cook Classics', ' G-Tek', ' Geffro', ' Jamieson Jones', ' JaqueBeatz', ' Jeremy Davis', ' Joe Fitz', ' Kyle King']",Aug 14 2015,
Venom,Bullet for My Valentine,"['Heavy metal', ' metalcore', ' thrash metal']",['RCA'],"['Carl Bown', ' Colin Richardson']",Aug 14 2015,
Everybody's Coming Down,The Good Life,['Indie rock'],['Saddle Creek'],,Aug 14 2015,
Midnight,Grace Potter,['Roots rock'],['Hollywood'],['Eric Valentine'],Aug 14 2015,
Best of the Soul Years,Jimmy Barnes,"['Soul', ' rock']",['Liberation'],"['Dana Pilson', ' Don Gehman']",Aug 14 2015,
Algo Sucede,Julieta Venegas,"['Pop', ' folk', ' alternative rock']",['Sony'],,Aug 14 2015,
Cry Baby,Melanie Martinez,['Electropop'],['Atlantic'],"['Aalias', ' Babydaddy', ' Christopher J. Baran', ' Daniel Weber', ' Frequency', ' Kara DioGuardi', ' Kinetics & One Love', ' Kyle Shearer', ' Michael Keenan', ' Michael Leary', ' Michael Miller', ' SmarterChild']",Aug 14 2015,
Life's Not out to Get You,Neck Deep,['Pop punk'],['Hopeless'],"['Jeremy McKinnon', ' Andrew Wade', ' Tom Denney']",Aug 14 2015,
Vikings,New Politics,['Alternative rock'],"['Warner Bros.', ' DCD2']",,Aug 14 2015,
Archangel,Soulfly,"['Thrash metal', ' groove metal']",['Nuclear Blast'],['Matt Hyde'],Aug 14 2015,
Burning Bridges,Bon Jovi,['Rock'],['Mercury'],"['John Shanks', ' Jon Bon Jovi']",Aug 21 2015,
Take It Like A Man,Butcher Babies,['Thrash metal'],['Century Media'],['Logan Mader'],Aug 21 2015,
The Essential David Campbell,David Campbell,['Pop'],['Sony Music Australia'],,Aug 21 2015,
Immortalized,Disturbed,"['Heavy metal', ' alternative metal']",['Reprise'],['Kevin Churko'],Aug 21 2015,
"Eyes Wide, Tongue Tied",The Fratellis,"['Garage rock', ' alternative rock', ' indie rock']",['Cooking Vinyl'],['Tony Hoffer'],Aug 21 2015,
Meliora,Ghost,"['Heavy metal', ' doom metal', ' progressive rock']",['Loma Vista'],['Klas Åhlund'],Aug 21 2015,
Honk Machine,Imperial State Electric,"['Power pop', ' rock']",['Psychout'],"['Nicke Andersson', ' Stefan Boman']",Aug 21 2015,
I Cry When I Laugh,Jess Glynne,"['Pop', ' soul', ' dance-pop', ' house']",['Atlantic'],"['Starsmith', ' Big Shizz', ' Bless Beats', ' Clean Bandit', ' Gorgon City', ' Rowan Jones', ' Knox Brown', ' Naughty Boy', ' Route 94', ' The Six', ' Steve Mac', ' TMS']",Aug 21 2015,
III.,JoJo,"['R&B', ' pop', ' dance-pop']",['Atlantic'],"['Benny Blanco', ' Jason Evigan', ' The Family', ' Harmony Samuels']",Aug 21 2015,
Right Here Right Now,Jordin Sparks,"['R&B', ' pop', ' hip hop']","['19', ' Louder Than Life', ' RAL']","['Babyface', ' Crada', "" D'Mile"", ' Deekay', ' Dem Jointz', ' DJ Mustard', ' Jonas Jeberg', ' Jordin Sparks', ' Key Wane', ' Mikely Adam', ' Rochad Holiday', ' Salaam Remi', ' Trakmatic', ' The Underdogs']",Aug 21 2015,
Wild Ones,Kip Moore,"['Country pop', ' country rock', ' heartland rock', ' roots rock']",['MCA Nashville'],"['Brett James', ' Chris DeStefano']",Aug 21 2015,
The Meth Lab,Method Man,['Hip hop'],"['Hanz On Music', ' Tommy Boy']","['4th Disciple', ' Cee the Architek', ' Code Red', ' Daez', "" Don't Panic Ent."", ' Hanz On', ' J57', ' Level 13', ' Mathematics', ' Pascal Zumaque', ' Ron Browz', ' Zarko Krstic']",Aug 21 2015,
The Awakening,P.O.D.,"['Alternative metal', ' Christian metal', ' nu metal', ' rap metal']","['Universal', ' T-Boy']",['Howard Benson'],Aug 21 2015,
Up,Pop Evil,"['Hard rock', ' alternative metal', ' post-grunge', ' pop rock']",['eOne Music'],['Adam Kasper'],Aug 21 2015,
Routine Breathing,Slaves,"['Post-hardcore', ' experimental rock']",['Artery'],['Cameron Mizell'],Aug 21 2015,
High Country,The Sword,"['Heavy metal', ' stoner metal', ' hard rock']",['Razor & Tie'],['Adrian Quesada'],Aug 21 2015,
Dogma,The Gazette,['Rock'],['Sony'],,Aug 26 2015,
Inanimate Objects,Atlas Genius,"['Alternative rock', ' indietronica', ' synthpop']",['Warner Bros.'],"['Atlas Genius', ' Frederik Thaae']",Aug 28 2015,
Depression Cherry,Beach House,"['Indie rock', ' Dream pop']","['Sub Pop', ' Bella Union', ' Mistletone']","['Beach House', ' Chris Coady']",Aug 28 2015,
The Brimstone Sluggers,Crazy Town,['Rap rock'],['Membran'],['Epic Mazur'],Aug 28 2015,
Poison Season,Destroyer,"['Chamber pop', ' Sophisti-pop']","['Merge', ' Dead Oceans']","['David Carswell', ' Daniel Bejar']",Aug 28 2015,
Feline,Ella Eyre,"['R&B', ' pop ', ' neo soul']",['Virgin EMI'],"['Jarrad Rogers', ' Ilya', ' Oscar Görres', ' Alexander Kronlund', ' DJ Fresh', ' Sigma', ' Sigala']",Aug 28 2015,
What Went Down,Foals,"['Indie rock', ' alternative rock', ' math rock']",['Transgressive'],['James Ford'],Aug 28 2015,
Badlands,Halsey,"['Electropop', ' synthpop', ' indie pop']","['Astralwerks', ' Capitol']","['Aron Forbes', ' Captain Cuts', ' Charlie Hugall', ' Chris Spilfogel', ' Dylan Scott', ' Dylan William', ' Heavy Mellow', ' Justyn Pilbrow', ' Lido', ' Sam Miller', ' Tim Anderson', ' Tim Larcombe', ' Trevor Simpson']",Aug 28 2015,
Slowtown Now!,Holly Golightly,['Indie rock'],['Damaged Goods'],['Holly Golightly'],Aug 28 2015,
Songs of Survival,Kill Matilda,['Punk rock'],['Little Heart Records'],['Garth Richardson'],Aug 28 2015,
Bad Magic,Motörhead,"['Heavy metal', ' speed metal', ' hard rock']",['UDR GmbH'],['Cameron Webb'],Aug 28 2015,
Twelvefour,The Paper Kites,"['Indie rock', ' folk rock']","['Wonderlick', ' Sony Australia', ' Nettwerk']",['Phil Ek'],Aug 28 2015,
Nheengatu ao Vivo,Titãs,"['Punk rock', ' rock']",['Som Livre'],,Aug 28 2015,
Beauty Behind the Madness,The Weeknd,"['PBR&B', ' R&B', ' pop']","['Republic', ' XO']","['Ali Payami', ' Ben ""Billions"" Diehl', ' Che Pope', ' Danny Boy Styles', ' Illangelo', ' Jason ""DaHeala"" Quenneville', ' Kanye West', ' Labrinth', ' Mano 4 Treated Crew', ' Max Martin', ' Mike Dean', ' Million $ Mano', ' Omar Riad', ' Peter Svensson', ' Stephan Moccio', ' The Weeknd']",Aug 28 2015,
Stuff Like That There,Yo La Tengo,['Indie rock'],['Matador'],,Aug 28 2015,
Miley Cyrus & Her Dead Petz,Miley Cyrus,"['Experimental', ' psychedelic']",['Smiley Miley'],"['A+', ' D. Coyne', ' The Flaming Lips', ' Jon Baken', ' Mike WiLL Made-It', ' Miley Cyrus', ' Oren Yoel', ' Resource', ' Ryder Ripps']",Aug 30 2015,
Cast in Steel,a-ha,"['Alternative rock', ' pop']",['Universal'],"['a-ha', ' Paul Waaktaar-Savoy']",Sept 4 2015,
23 Live Sex Acts,Against Me!,['Punk rock'],"['Total Treble Music', ' INgrooves']",,Sept 4 2015,
When I'm Free,Ane Brun,['Folk'],['Balloon Ranger Recordings'],['Tobias Fröberg'],Sept 4 2015,
Act IV: Rebirth in Reprise,The Dear Hunter,"['Progressive rock', ' indie rock']",['Equal Vision'],['Casey Crescenzo'],Sept 4 2015,
Got Your Six,Five Finger Death Punch,"['Heavy metal', ' groove metal']",['Prospect Park'],"['Kevin Churko', ' Five Finger Death Punch']",Sept 4 2015,
The Book of Souls,Iron Maiden,['Heavy metal'],['Parlophone'],['Kevin Shirley'],Sept 4 2015,
Can't Fly Without Gravity,k-os,['Alternative hip hop'],['Dine Alone'],"['Donald ""hAZEL"" Sales', ' EL Jay II', ' Illangelo', ' k-os', ' Phen Ray', ' TeeSaint Dixon']",Sept 4 2015,
Oh Wonder,Oh Wonder,"['Indie pop', ' electropop', ' synthpop']",['Independent music'],,Sept 4 2015,
What the World Needs Now...,Public Image Ltd,"['Alternative rock', ' post-punk']",['PiL Official Ltd'],"['James Towler', ' John Rambo Stevens', ' Public Image Ltd']",Sept 4 2015,
"Love, Fear and the Time Machine",Riverside,['Progressive rock'],['InsideOut'],"['Magda and Robert Srzedniccy', ' Riverside']",Sept 4 2015,
Deeply Rooted,Scarface,['Hip hop'],"['Facemob Music', ' BMG']","['Arthur McArthur', ' Amir Epstein', ' Chuck Heat', ' Cardiak', ' DJ Buddha', ' Ervin Pope', ' J. Baum', ' The Key', ' Luke Walker', ' M. Mac', ' Mike Dean', ' Nottz', ' N.O. Joe', ' Spuf Don', ' Scarface']",Sept 4 2015,
Rodeo,Travi$ Scott,['Hip hop'],"['Grand Hustle', ' Epic']","[""1500 or Nothin'"", ' Allen Ritter', ' Ben Billions', ' Charlie Heat', ' Darren Charles King', ' DJ Dahi', ' Eestbound', ' FKi', ' Frank Dukes', ' Illangelo', ' Jason Geter', ' Kanye West', ' Maneesh Bidaye', ' Metro Boomin', ' Mike Dean', ' Million $ Mano', ' Noah Goldstein', ' Pharrell Williams', ' T.I.', ' Sonny Digital', ' Southside', ' Terrace Martin', ' The Weeknd', ' Travis Scott', ' Wals Escober', ' WondaGurl', ' Zaytoven']",Sept 4 2015,
Wild,Troye Sivan,"['Electropop', ' dream pop']","['EMI Music Australia', ' Capitol']","['Alex Hope', ' SLUMS', ' Alex JL Hiew', ' Inscore', ' Pip Norman', ' Caleb Nott', ' Dann Hume']",Sept 4 2015,
Los Vaqueros: La Trilogía,Wisin,"['Reggaeton', ' electropop', ' Latin pop']",['Sony Music Latin'],"['David Cabrera', ' Egbert Rosa', ' Eric Pērez', ' Federico Vindver', ' Juan Santana', ' Jumbo', ' Marcos A. Rámírez', ' Victor R. Torres']",Sept 4 2015,
No Closer to Heaven,The Wonder Years,['Pop punk'],['Hopeless'],['Steve Evetts'],Sept 4 2015,
Hit n Run Phase One,Prince,"['Rock', ' funk']",['NPG'],"['Prince', ' Joshua Welton']",Sept 7 2015,
No No No,Beirut,"['Indie folk', ' Balkan folk']",['4AD'],"['Gabe Wax', ' Zach Condon']",Sept 11 2015,
So There,Ben Folds,['Chamber pop'],['New West'],,Sept 11 2015,
That's the Spirit,Bring Me the Horizon,"['Alternative rock', ' post-hardcore', ' electronic rock', ' metalcore', ' pop punk', ' alternative metal']","['Sony', ' Columbia', ' RCA']","['Jordan Fish', ' Oliver Sykes']",Sept 11 2015,
The Calm Before the Storm,Colton Dixon,['CCM'],"['Sparrow', ' Capitol CMG']",,Sept 11 2015,
Paper Gods,Duran Duran,"['New wave', ' pop rock', ' funk']",['Warner Bros.'],"['Mark Ronson', ' Nile Rodgers', ' Duran Duran']",Sept 11 2015,
Hollywood Vampires,The Hollywood Vampires,['Hard rock'],"['Republic', ' Universal Music']",['Bob Ezrin'],Sept 11 2015,
Thirty One,Jarryd James,['Indie pop'],"['Dryden Street', ' Universal Australia']",['Joel Little'],Sept 11 2015,
