Album,Artist,Genre,Label,Producer,Release Date,Meta Score
No Shape,Perfume Genius,['Pop/Rock'],['Matador'],,May 5 2017,84
This Old Dog,Mac DeMarco,['Pop/Rock'],['Captured Tracks'],,May 5 2017,79
"Occult Architecture, Vol. 2",Moon Duo,['Pop/Rock'],['Sacred Bones'],,May 5 2017,71
Best Troubador,"Bonnie ""Prince"" Billy",['Pop/Rock'],['Drag City'],,May 5 2017,78
Joan Shelley,Joan Shelley,['Pop/Rock'],['No Quarter'],,May 5 2017,82
For Crying Out Loud,Kasabian,['Pop/Rock'],['Columbia'],,May 5 2017,70
Morningside,Fazerdaze,['Pop/Rock'],['Flying Nun'],,May 5 2017,74
"From a Room, Vol. 1",Chris Stapleton,['Country'],['Mercury Nashville'],,May 5 2017,81
I Can Spin a Rainbow,Amanda Palmer,['Pop/Rock'],['Cooking Vinyl'],,May 5 2017,60
Big Bad Luv,John Moreland,['Pop/Rock'],['4AD'],,May 5 2017,84
Compassion,Forest Swords,['Electronic'],['Ninja Tune'],,May 5 2017,79
Afterglow,Ásgeir,['Pop/Rock'],['Embassy of Music'],,May 5 2017,58
Halo,Juana Molina,['Pop/Rock'],['Crammed Discs'],,May 5 2017,84
Graveyard Shift,Motionless in White,['Pop/Rock'],['Roadrunner Records'],,May 5 2017,82
Versus,Carl Craig,['Electronic'],['Infine'],,May 5 2017,78
Turn Up the Quiet,Diana Krall,['Jazz'],['Verve'],,May 5 2017,71
"Lovely Creatures: The Best of Nick Cave and the Bad Seeds, 1984-2014 [Box Set]",Nick Cave & the Bad Seeds,['Pop/Rock'],['Mute'],,May 5 2017,95
World Spirituality Classics 1: The Ecstatic Music of Alice Coltrane Turiyasangitananda,Alice Coltrane,['Jazz'],['Luaka Bop'],,May 5 2017,84
Real High,Nite Jewel,['Pop/Rock'],['Gloriette'],,May 5 2017,79
The Imperfect Sea,Penguin Cafe,['Pop/Rock'],['Erased Tapes Records'],,May 5 2017,76
The Thin Black Duke,Oxbow,['Pop/Rock'],['Hydra Head'],,May 5 2017,87
Routines,Hoops,['Pop/Rock'],['Fat Possum'],,May 5 2017,77
Everybody,Logic,['Rap'],['Def Jam'],,May 5 2017,65
All the Beauty in This Whole Life,Brother Ali,['Rap'],['New Release'],,May 5 2017,80
I Can Feel the Night Around Me,Nightlands,['Pop/Rock'],['Western Vinyl Records'],,May 5 2017,76
United States of Horror,Ho99o9,['Pop/Rock'],"['999 Deathkult ', ' Toys Have Powers']",,May 5 2017,78
Clipper Ship,Wooden Wand,['Pop/Rock'],['Three Lobed'],,May 5 2017,76
Big Walnuts Yonder,Big Walnuts Yonder,['Experimental'],['Sargent House'],,May 5 2017,72
Fresh Air,Faust,['Experimental'],['Bureau B'],,May 5 2017,76
Slow Vessels,Ian William Craig,['Electronic'],['Fat Cat'],,May 5 2017,72
TajMo,Taj Mahal,['Blues'],['Concord'],,May 5 2017,63
Esker,Bill MacKay,['Blues'],['Drag City'],,May 5 2017,77
Pools of Light,Jessica Moss,['Pop/Rock'],['Constellation'],,May 5 2017,78
Gargoyle,Mark Lanegan Band,['Pop/Rock'],['Pias America'],,Apr 28 2017,83
Carrie & Lowell Live,Sufjan Stevens,['Singer-Songwriter'],['Asthmatic Kitty Records'],,Apr 28 2017,91
Easy Machines,Bill Baird,,['Talk Show Records'],,Apr 28 2017,84
1948-,L. Pierre,,['Melodic'],,Apr 28 2017,56
Baby Blue Abyss,Bill Baird,['Pop/Rock'],['Talk Show Records'],,Apr 28 2017,68
Volume 1,BNQT,['Pop/Rock'],['Dualtone Music'],,Apr 28 2017,76
What Now,Sylvan Esso,['Pop/Rock'],['Loma Vista Recordings'],,Apr 28 2017,75
Pleasure,Feist,['Pop/Rock'],['Interscope'],,Apr 28 2017,80
Humanz,Gorillaz,['Electronic'],['Warner Bros.'],,Apr 28 2017,77
Rock N Roll Consciousness,Thurston Moore,['Pop/Rock'],['Caroline'],,Apr 28 2017,78
The Possum in the Driveway,Mark Mulcahy,['Pop/Rock'],['Mezzotint'],,Apr 28 2017,75
async,Ryuichi Sakamoto,['Electronic'],['Milan'],,Apr 28 2017,85
Visuals,Mew,['Pop/Rock'],['PIAS'],,Apr 28 2017,74
All This I Do for Glory,Colin Stetson,['Jazz'],['52hz'],,Apr 28 2017,80
Sad Clowns & Hillbillies,John Mellencamp,['Pop/Rock'],['Island'],,Apr 28 2017,77
God's Problem Child,Willie Nelson,['Country'],['Legacy'],,Apr 28 2017,79
Still Life,Little Cub,['Pop/Rock'],['Domino'],,Apr 28 2017,77
Strength of a Woman,Mary J. Blige,['R&B'],['Island'],,Apr 28 2017,74
Snow,The New Year,['Pop/Rock'],['Undertow Music Collective'],,Apr 28 2017,79
I Go Missing in My Sleep,Wilsen,['Alternative/Indie Rock'],['Secret City Records'],,Apr 28 2017,72
Makes Me Sick,New Found Glory,['Pop/Rock'],['Hopeless Records'],,Apr 28 2017,67
Everything So Far,Pinegrove,['Pop/Rock'],['Run for Cover Records'],,Apr 28 2017,74
Pussycat,Juliana Hatfield,['Pop/Rock'],['American Laundromat Records'],,Apr 28 2017,84
The Walls Will Fall [EP],Terror,['Pop/Rock'],['Pure Noise'],,Apr 28 2017,81
Untitled,WALL,['Pop/Rock'],['Wharf Cat Records'],,Apr 28 2017,78
Shine,Wale,['Rap'],['Atlantic'],,Apr 28 2017,65
Los Angeles Police Department,Los Angeles Police Department,['Pop/Rock'],['Anti-'],,Apr 28 2017,80
Parking Lot Symphony,Trombone Shorty,['Jazz'],['Blue Note'],,Apr 28 2017,70
Robert Cray & Hi Rhythm,Robert Cray,['Blues'],['Jay Vee Records'],,Apr 28 2017,84
Be Myself,Sheryl Crow,['Pop/Rock'],['Warner Bros.'],,Apr 21 2017,69
Narkopop,Gas,['Electronic'],"['Kompakt ', ' Kompakt Germany']",,Apr 21 2017,86
Robyn Hitchcock,Robyn Hitchcock,['Pop/Rock'],['Yep Roc'],,Apr 21 2017,80
Life. Love. Flesh. Blood,Imelda May,['Pop/Rock'],['Verve'],,Apr 21 2017,73
Americana,Ray Davies,['Pop/Rock'],['Legacy'],,Apr 21 2017,80
Wrangled,Angaleena Presley,['Country'],['Thirty Tigers'],,Apr 21 2017,83
Electric Lines,Joe Goddard,['Electronic'],['Domino'],,Apr 21 2017,71
Death Song,The Black Angels,['Pop/Rock'],['Partisan'],,Apr 21 2017,75
Risk To Exist,Maxïmo Park,['Pop/Rock'],['Cooking Vinyl'],,Apr 21 2017,67
2016 Atomized,The Raveonettes,['Pop/Rock'],['Raveonettes'],,Apr 21 2017,79
Tara Jane O'Neil,Tara Jane O'Neil,,['Gnomonsong'],,Apr 21 2017,82
The Last Rider,Ron Sexsmith,['Adult Alternative Pop/Rock'],['Compass'],,Apr 21 2017,79
Love Is Love,Woods,['Pop/Rock'],['Woodsist'],,Apr 21 2017,72
8,Incubus,['Rap-Metal'],['Island'],,Apr 21 2017,45
You Are We,While She Sleeps,['Pop/Rock'],['Relativity Entertainment'],,Apr 21 2017,84
Guppy,Charly Bliss,['Pop/Rock'],['Barsuk'],,Apr 21 2017,87
Novum,Procol Harum,['Pop/Rock'],['Eagle Rock'],,Apr 21 2017,69
Devout,Mr. Mitch,['Electronic'],['Planet Mu'],,Apr 21 2017,74
Make the Best of It,Have Mercy,,['Hopeless Records'],,Apr 21 2017,72
Jump on Board,Texas,['Pop/Rock'],['BMG'],,Apr 21 2017,52
Love and War,Brad Paisley,['Country'],['Arista'],,Apr 21 2017,66
Charlie Watts Meets the Danish Radio Big Band [Live],Charlie Watts,['Jazz'],['Decca'],,Apr 21 2017,77
The Song of Day and Night,Edgar Jones,['Pop/Rock'],['Skeleton Key Records'],,Apr 21 2017,77
Cuidado Madame,Arto Lindsay,['Electronic'],['Northern Spy'],,Apr 21 2017,77
Season High,Little Dragon,['Electronic'],['Loma Vista Recordings'],,Apr 14 2017,67
AZD,Actress,['Electronic'],['Ninja Tune'],,Apr 14 2017,81
IV,Part Chimp,['Pop/Rock'],['Rock Action'],,Apr 14 2017,81
Tenderheart,Sam Outlaw,['Country'],['Thirty Tigers'],,Apr 14 2017,65
The Meetings of the Waters,Fionn Regan,['Folk'],['Abbey Records'],,Apr 14 2017,78
DAMN.,Kendrick Lamar,['Rap'],['Aftermath'],,Apr 14 2017,95
The Search for Everything,John Mayer,['Pop/Rock'],['Columbia'],,Apr 14 2017,61
YOUTH,Tinie Tempah,['Rap'],['Parlophone'],,Apr 14 2017,70
Waiting a Lifetime,Splashh,['Pop/Rock'],['Cinematic Music Group'],,Apr 14 2017,74
At Saint Thomas the Apostle Harlem [Live],Diamanda Galás,['Avant-Garde'],['Virtual Label'],,Apr 14 2017,82
Playboi Carti [Mixtape],Playboi Carti,['Rap'],['Interscope'],,Apr 14 2017,69
Forever and Then Some,Lillie Mae,['Country'],['Third Man Records'],,Apr 14 2017,80
That's Your Lot,Blaenavon,['Pop/Rock'],"['Atlantic ', ' Canvasback']",,Apr 7 2017,80
Siberia,Vanbot,['Electronic'],['Lisch Recordings'],,Apr 7 2017,67
Country Hustle,Jeb Loy Nichols,['Country'],['Inkind'],,Apr 7 2017,81
The  Far Field,Future Islands,['Alternative/Indie Rock'],['4AD'],,Apr 7 2017,77
Silver/Lead,Wire,['Pop/Rock'],['Pink Flag'],,Apr 7 2017,77
The Moomins [OST],Graeme Miller,['Soundtracks'],['Finders Keepers'],,Apr 7 2017,80
Pure Comedy,Father John Misty,['Pop/Rock'],['Sub Pop'],,Apr 7 2017,85
Whiteout Conditions,The New Pornographers,['Pop/Rock'],['Concord'],,Apr 7 2017,78
"Sincerely, Future Pollution",Timber Timbre,['Pop/Rock'],['City Slang'],,Apr 7 2017,78
Swear I'm Good at This,Diet Cig,['Pop/Rock'],['Frenchkiss Records'],,Apr 7 2017,79
Neuk Wight Delhi All-Stars,James Yorkston,['Folk'],['Domino'],,Apr 7 2017,79
Hopeless Romantic,Michelle Branch,['Pop/Rock'],['Verve'],,Apr 7 2017,72
Arca,Arca,['Electronic'],['XL'],,Apr 7 2017,87
All-Amerikkkan Bada$$,Joey Bada$$,['Rap'],['Cinematic Music Group'],,Apr 7 2017,75
August by Cake,Guided by Voices,['Pop/Rock'],['Guided by Voices'],,Apr 7 2017,70
Adios,Cory Branan,['Alt-Country'],['Bloodshot'],,Apr 7 2017,70
Canyons of My Mind,Andrew Combs,['Country'],['New West'],,Apr 7 2017,83
Double Roses,Karen Elson,['Pop/Rock'],['Hot Records'],,Apr 7 2017,72
Belladonna of Sadness,Alexandra Savior,['Vocal'],['Columbia'],,Apr 7 2017,66
The  Assassination of Julius Caesar,Ulver,['Pop/Rock'],['House of Mythology'],,Apr 7 2017,82
Fujiya & Miyagi,Fujiya & Miyagi,['Pop/Rock'],['Impossible Objects of Desire'],,Apr 7 2017,72
Belong,San Fermin,['Pop/Rock'],['Downtown'],,Apr 7 2017,73
Love in the 4th Dimension,The Big Moon,['Pop/Rock'],['Fiction'],,Apr 7 2017,75
L.A. Divine,Cold War Kids,['Pop/Rock'],['Capitol'],,Apr 7 2017,49
Write In,Happyness,['Pop/Rock'],"['Bar', 'None Records']",,Apr 7 2017,78
Death Peak,Clark,['Electronic'],['Warp'],,Apr 7 2017,78
The World's Best American Band,White Reaper,['Pop/Rock'],['Polyvinyl'],,Apr 7 2017,79
Memories: Do Not Open,The Chainsmokers,['Electronic'],['Sony Music'],,Apr 7 2017,43
Coming Home,Falling in Reverse,['Alternative/Indie Rock'],['Epitaph'],,Apr 7 2017,67
More Scared of You than You Are of Me,The Smith Street Band,['Pop/Rock'],['SideOneDummy'],,Apr 7 2017,87
Every Where Is Some Where,K.Flay,['Pop/Rock'],['Interscope'],,Apr 7 2017,67
WYW,Wear Your Wounds,['Pop/Rock'],['Deathwish'],,Apr 7 2017,85
Kidal,Tamikrest,['International'],['Glitterbeat'],,Apr 7 2017,81
Wick,Royal Thunder,['Pop/Rock'],['Spinefarm Records'],,Apr 7 2017,87
Just Say No to the Psycho Right-Wing Capitalist Fascist Industrial Death Machine,Gnod,['Pop/Rock'],['Rocket Recordings'],,Apr 7 2017,78
Mandela Effect,Gonjasufi,['Pop/Rock'],['Warp'],,Apr 7 2017,69
Thunder of the Gods,Sun Ra,['Jazz'],['Relativity Entertainment'],,Apr 7 2017,77
Resistance Radio: The Man in the High Castle Album,Various Artists,['Pop/Rock'],['Columbia'],,Apr 7 2017,62
Sacred,The Obsessed,['Pop/Rock'],['Relapse Records'],,Apr 7 2017,77
Samba,Vieux Farka Touré,['International'],['Six Degrees'],,Apr 7 2017,74
Into The Woods,Hawkwind,['Pop/Rock'],['Cherry Red'],,Apr 5 2017,74
You Only Live 2wice,Freddie Gibbs,['Rap'],['Empire'],,Mar 31 2017,76
Close Ties,Rodney Crowell,['Country'],['New West Records'],,Mar 31 2017,86
A Hairshirt Of Purpose,Pile,['Pop/Rock'],['Exploding In Sound'],,Mar 31 2017,87
Republique Amazone,Les Amazones d'Afrique,['International'],['Real World'],,Mar 31 2017,79
Mental Illness,Aimee Mann,['Pop/Rock'],['Superego'],,Mar 31 2017,84
Silver Eye,Goldfrapp,['Electronic'],['Mute US'],,Mar 31 2017,74
Emperor of Sand,Mastodon,['Pop/Rock'],['Reprise'],,Mar 31 2017,78
Tribute to Ndiouga Dieng,Orchestra Baobab,['International'],['World Circuit'],,Mar 31 2017,79
In the Same Room,Julia Holter,['Pop/Rock'],['Domino'],,Mar 31 2017,76
Triplicate,Bob Dylan,['Folk'],['Columbia'],,Mar 31 2017,80
Contact,Pharmakon,['Pop/Rock'],['Sacred Bones'],,Mar 31 2017,79
Darling of the Afterglow,Lydia Ainsworth,['Pop/Rock'],['Arbutus Records'],,Mar 31 2017,75
Coco Hames,Coco Hames,['Pop/Rock'],['Merge'],,Mar 31 2017,74
Star Stuff,Chaz Bundick,['Pop/Rock'],['Company Records'],,Mar 31 2017,69
Let the Dancers Inherit the Party,British Sea Power,['Pop/Rock'],"['Caroline ', ' Caroline International']",,Mar 31 2017,78
Automaton,Jamiroquai,['R&B'],['Virgin EMI'],,Mar 31 2017,71
The Ride,Nelly Furtado,['Pop/Rock'],['Eleven Seven'],,Mar 31 2017,64
A Common Truth,Saltland,['Pop/Rock'],['Constellation'],,Mar 31 2017,84
Bloodlust,Body Count,['Rap-Metal'],['Century Media'],,Mar 31 2017,64
What If,Hauschka,['Experimental'],['Temporary Residence'],,Mar 31 2017,82
What in the Natural World,Jake Xerxes Fussell,['Folk'],['Paradise of Bachelors'],,Mar 31 2017,87
Brand New Day,The Mavericks,['Country'],"['Mono Mundo Recordings ', ' Relativity Entertainment ', ' Thirty Tigers']",,Mar 31 2017,78
Crawl Space,Tei Shi,['Pop/Rock'],['Arts & Crafts'],,Mar 31 2017,80
It's a Myth,Sneaks,['Pop/Rock'],['Merge'],,Mar 31 2017,79
Careless People,Charlotte OC,['Pop'],['Polydor'],,Mar 31 2017,75
Abysma,Geotic,['Electronic'],['Ghostly International'],,Mar 31 2017,63
Open Road,Dave Davies,['Pop/Rock'],['Red River'],,Mar 31 2017,65
Damage and Joy,The Jesus and Mary Chain,['Pop/Rock'],['EK OK'],,Mar 24 2017,70
Interplanetary Class Classics,The Moonlandingz,['Pop/Rock'],['Transgressive'],,Mar 24 2017,85
We All Want the Same Things,Craig Finn,['Pop/Rock'],['Partisan'],,Mar 24 2017,73
Doris & the Daggers,Spiral Stairs,['Pop/Rock'],['Nine Mile Records'],,Mar 24 2017,74
"Eternity, In Your Arms",Creeper,['Pop/Rock'],['Warner Bros.'],,Mar 24 2017,89
A Crow Looked at Me,Mount Eerie,['Pop/Rock'],['P.W. Elverum & Sun Ltd.'],,Mar 24 2017,93
Kelly Lee Owens,Kelly Lee Owens,['Electronic'],['Smalltown Supersound'],,Mar 24 2017,79
Sillion,Johnny Flynn,['Pop/Rock'],['Transgressive'],,Mar 24 2017,74
Find Me Finding You,Laetitia Sadier Source Ensemble,['Pop/Rock'],['Drag City'],,Mar 24 2017,81
Joy Comes Back,Ruthie Foster,['Blues'],['Blue Corn Music'],,Mar 24 2017,76
Feel Infinite,Jacques Greene,['Electronic'],['Arts & Crafts'],,Mar 24 2017,79
The Ghost of Hope,The Residents,['Pop/Rock'],['Cryptic Corporation'],,Mar 24 2017,69
Look at the Powerful People,Formation,['Pop/Rock'],['Warner Bros.'],,Mar 24 2017,66
Heartless,Pallbearer,['Pop/Rock'],['Profound Lore'],,Mar 24 2017,82
Concrete Desert,The Bug,['Electronic'],['Ninja Tune'],,Mar 24 2017,78
You Had Me at Goodbye,Samantha Crain,['Pop/Rock'],['Ramseur Records'],,Mar 24 2017,72
From Deewee,Soulwax,['Electronic'],['Play It Again Sam'],,Mar 24 2017,69
Grow Up,Desperate Journalist,['Pop/Rock'],['Fierce Panda'],,Mar 24 2017,79
The Wild,Raekwon,['Rap'],['Empire'],,Mar 24 2017,80
The Afterlove,James Blunt,['Pop/Rock'],['Atlantic'],,Mar 24 2017,54
Undertow,Wolf Eyes,['Pop/Rock'],['Lower Floor Music'],,Mar 24 2017,78
Brood X,Boss Hog,['Pop/Rock'],['In the Red Records'],,Mar 24 2017,77
All the Way,Diamanda Galás,['Pop/Rock'],['Virtual Label'],,Mar 24 2017,79
Sorcerer,Tonstartssbandht,['Pop/Rock'],['Mexican Summer'],,Mar 24 2017,72
Build Music,Janka Nabay & the Bubu Gang,['Pop/Rock'],['Luaka Bop'],,Mar 24 2017,64
Samurai,Joakim,['Electronic'],['Because Music'],,Mar 24 2017,69
Song of the Rose,Arbouretum,['Pop/Rock'],['Thrill Jockey'],,Mar 24 2017,79
Under the Pines,Bardo Pond,['Pop/Rock'],['Fire Records'],,Mar 24 2017,77
At What Cost,GoldLink,['Rap'],['RCA'],,Mar 24 2017,71
Untouchable,Cairo Gang,['Pop/Rock'],['God'],,Mar 24 2017,81
8AM,Teengirl Fantasy,['Electronic'],['Planet Mu'],,Mar 24 2017,68
From Where I Started,Sera Cahoone,['Country'],['Lady Muleskinner Records'],,Mar 24 2017,81
The Psalms,Jessi Colter,['Country'],['Legacy'],,Mar 24 2017,79
Epithymía,Anjou,['Electronic'],['Kranky'],,Mar 24 2017,85
More Life [Mixtape],Drake,['Rap'],['Young Money'],,Mar 18 2017,79
You're Not As _____ As You Think,Sorority Noise,['Pop/Rock'],['Triple Crown Records'],,Mar 17 2017,81
Spirit,Depeche Mode,['Pop/Rock'],['Columbia'],,Mar 17 2017,74
Detroit House Guests,Adult.,['Electronic'],['Mute US'],,Mar 17 2017,65
Hot Thoughts,Spoon,['Pop/Rock'],['Matador'],,Mar 17 2017,82
Salutations,Conor Oberst,['Americana'],['Nonesuch'],,Mar 17 2017,81
In Mind,Real Estate,['Pop/Rock'],['Domino'],,Mar 17 2017,76
The Haze,Pulled Apart by Horses,['Pop/Rock'],['Amnesty International'],,Mar 17 2017,78
Room 29,Jarvis Cocker,['Classical'],['Deutsche Grammophon'],,Mar 17 2017,70
Paradise [EP],Anohni,['Electronic'],['Secretly Canadian'],,Mar 17 2017,80
Obituary,Obituary,['Pop/Rock'],['Relapse Records'],,Mar 17 2017,85
Rather You Than Me,Rick Ross,['Rap'],['Epic'],,Mar 17 2017,71
Climate Change,Pitbull,['Rap'],['RCA'],,Mar 17 2017,64
So Good,Zara Larsson,['Pop'],['Epic'],,Mar 17 2017,76
50:50@50,Fairport Convention,['Rock'],['Matty Grooves'],,Mar 17 2017,72
Cascades [EP],CFCF,['Electronic'],['Arts & Crafts'],,Mar 17 2017,81
Full Closure and No Details,Gabriella Cohen,['Pop/Rock'],['Captured Tracks'],,Mar 17 2017,77
Millport,Greg Graffin,['Pop/Rock'],"['Anti', 'Epitaph']",,Mar 10 2017,73
Brutalism,Idles,['Pop/Rock'],[],,Mar 10 2017,88
"Ripe Dreams, Pipe Dreams",Cameron Avery,['Pop/Rock'],"['Anti', 'Epitaph']",,Mar 10 2017,70
Heartworms,The Shins,['Pop/Rock'],['Sony Music'],,Mar 10 2017,73
The  Order of Time,Valerie June,['Pop/Rock'],['Concord'],,Mar 10 2017,89
Semper Femina,Laura Marling,['Folk'],['More Alarming Records'],,Mar 10 2017,85
50 Song Memoir,Magnetic Fields,['Pop/Rock'],['Nonesuch'],,Mar 10 2017,86
The Navigator,Hurray for the Riff Raff,['Folk'],['ATO'],,Mar 10 2017,83
Condition,Spectres,['Pop/Rock'],['Sonic Cathedral'],,Mar 10 2017,81
Godless Prophets & the Migrant Flora,Darkest Hour,['Pop/Rock'],['Southern Lord Records'],,Mar 10 2017,74
Everybody Works,Jay Som,['Pop/Rock'],['Polyvinyl'],,Mar 10 2017,82
Digging a Tunnel,Sir Was,['Electronic'],['City Slang'],,Mar 10 2017,61
Yours Conditionally,Tennis,['Pop/Rock'],['Mutually Detrimental'],,Mar 10 2017,72
Providence,Nathan Fake,['Electronic'],['Ninja Tune'],,Mar 10 2017,73
Black and White Rainbows,Bush,['Pop/Rock'],['Caroline'],,Mar 10 2017,49
Watercolor,Porter Ray,['Rap'],['Sub Pop'],,Mar 10 2017,71
Cinderland,High Plains,['Electronic'],['Kranky'],,Mar 10 2017,69
Different Creatures,Circa Waves,['Pop/Rock'],['Virgin EMI'],,Mar 10 2017,78
Jawbone [Original Motion Picture Soundtrack],Paul Weller,['Pop/Rock'],['Parlophone'],,Mar 10 2017,68
Postcards,Pieta Brown,['Pop/Rock'],['Lustre Records'],,Mar 10 2017,75
Heart-Shaped Mountain,Ha Ha Tonka,['Country'],['Bloodshot'],,Mar 10 2017,78
Cubafonía,Daymé Arocena,['Latin'],['Brownswood'],,Mar 10 2017,76
Elektrac,Shobaleader One,['Electronic'],['Warp'],,Mar 10 2017,71
Packs,Your Old Droog,['Rap'],['Droog'],,Mar 10 2017,81
Ultramega OK [Expanded Reissue],Soundgarden,,['Sub Pop'],,Mar 10 2017,78
Captain California,Murs,['Rap'],['Strange Music'],,Mar 10 2017,82
Number 1 Angel [Mixtape],Charli XCX,['Pop'],['Atlantic'],,Mar 10 2017,73
Runes,Venn,['Pop/Rock'],['Full Time Hobby'],,Mar 10 2017,74
Wired,Mallory Knox,['Pop/Rock'],['Search & Destroy'],,Mar 10 2017,75
Make It Be,R. Stevie Moore,['Pop/Rock'],"['Bar', 'None Records']",,Mar 10 2017,79
Bunker Funk,Damaged Bug,['Pop/Rock'],['Castle Face'],,Mar 10 2017,78
Fail You Again,Can't Swim,['Pop/Rock'],['Pure Noise'],,Mar 10 2017,78
The French Press [EP],Rolling Blackouts Coastal Fever,['Pop/Rock'],['Sub Pop'],,Mar 10 2017,81
Paradise,Jenn Grant,['Pop/Rock'],['Ba Da Bing Records'],,Mar 10 2017,67
Bonny Doon,Bonny Doon,['Pop/Rock'],['Salinas Records'],,Mar 10 2017,79
Solide Mirage,François & the Atlas Mountains,['Pop/Rock'],"['Domino ', ' Domino Recording Co. Ltd.']",,Mar 3 2017,70
English Tapas,Sleaford Mods,['Pop/Rock'],['Rough Trade'],,Mar 3 2017,81
World Eater,Blanck Mass,['Electronic'],['Sacred Bones'],,Mar 3 2017,81
Preservation,Nadia Reid,['Folk'],['Basin Rock'],,Mar 3 2017,84
Last Place,Grandaddy,['Pop/Rock'],['Columbia'],,Mar 3 2017,76
Volcano,Temples,['Pop/Rock'],['Fat Possum'],,Mar 3 2017,72
Uyai,Ibibio Sound Machine,['Electronic'],['Merge'],,Mar 3 2017,84
Moh Lhean,Why?,['Rap'],['Joyful Noise'],,Mar 3 2017,76
Golden Eagle,Holly Macve,['Country'],['Bella Union'],,Mar 3 2017,77
Divide,Ed Sheeran,['Pop/Rock'],['Atlantic'],,Mar 3 2017,62
Voids,Minus the Bear,['Pop/Rock'],['Suicide Squeeze'],,Mar 3 2017,64
Sensorimotor,Lusine,['Electronic'],['Ghostly International'],,Mar 3 2017,73
The Best of the Dualtone Years,Guy Clark,['Country'],['Dualtone Music'],,Mar 3 2017,79
Wild Cat,Danko Jones,['Pop/Rock'],['AFM Records'],,Mar 3 2017,74
Everything Is Forgotten,Methyl Ethel,['Pop/Rock'],['4AD'],,Mar 3 2017,56
Freedom Is Free,Chicano Batman,['Pop/Rock'],['ATO'],,Mar 3 2017,86
The  Night Land,Talaboman,['Electronic'],['R&S'],,Mar 3 2017,81
Fantasizing About Being Black,Otis Taylor,[],[],,Mar 3 2017,88
Toxic City Music,Evan Caminiti,['Electronic'],['Dust Editions'],,Mar 3 2017,80
Pleasure,Sondre Lerche,['Pop/Rock'],['PLZ'],,Mar 3 2017,84
No Resolution,Tim Kasher,['Pop/Rock'],['15 Passenger'],,Mar 3 2017,76
Pangs,Alasdair Roberts,['Folk'],['Drag City'],,Feb 24 2017,83
Flying Microtonal Banana,King Gizzard & the Lizard Wizard,['Pop/Rock'],['ATO'],,Feb 24 2017,72
Sick Scenes,Los Campesinos!,['Pop/Rock'],['Wichita'],,Feb 24 2017,74
Why Love Now,Pissed Jeans,['Pop/Rock'],['Sub Pop'],,Feb 24 2017,76
Crystal Fairy,Crystal Fairy,['Alternative/Indie Rock'],['Ipecac'],,Feb 24 2017,80
Burning the Threshold,Six Organs of Admittance,['Pop/Rock'],['Drag City'],,Feb 24 2017,82
In Between,The Feelies,['Pop/Rock'],"['Bar', 'None Records']",,Feb 24 2017,80
The Tourist,Clap Your Hands Say Yeah,['Pop/Rock'],"['CYHSY, Inc.']",,Feb 24 2017,68
Freedom Highway,Rhiannon Giddens,['Folk'],['Nonesuch'],,Feb 24 2017,80
Forget,Xiu Xiu,['Pop/Rock'],['Polyvinyl'],,Feb 24 2017,78
Impermanence,Peter Silberman,['Pop/Rock'],['Anti-'],,Feb 24 2017,78
Graveyard Whistling,Old 97's,['Country'],['ATO'],,Feb 24 2017,79
Man vs. Sofa,Sherwood & Pinch,['Electronic'],['On-U Sound'],,Feb 24 2017,79
Colliding by Design,Acceptance,['Emo'],['Rise'],,Feb 24 2017,86
Atonement,Immolation,['Pop/Rock'],['Nuclear Blast'],,Feb 24 2017,82
Sleeping Through the War,All Them Witches,['Pop/Rock'],['New West'],,Feb 24 2017,81
Drunk,Thundercat,['R&B'],['Brainfeeder'],,Feb 24 2017,80
Nightmare Logic,Power Trip,['Pop/Rock'],['Southern Lord Records'],,Feb 24 2017,86
Gang Signs & Prayer,Stormzy,['Rap'],['Warner Music'],,Feb 24 2017,82
Common as Light and Love Are Red Valleys of Blood,Sun Kil Moon,['Pop/Rock'],['Caldo Verde Records'],,Feb 24 2017,65
The  Breaker,Little Big Town,['Country'],['Capitol'],,Feb 24 2017,78
The Bad Testament,Scott H. Biram,['Country'],['Bloodshot'],,Feb 24 2017,77
Tears in the Club,Kingdom,['Electronic'],['Fade to Mind'],,Feb 24 2017,73
Invocation and Ritual Dance of My Demon Twin,Julie's Haircut,['Pop/Rock'],['Rocket Records'],,Feb 24 2017,69
"Oh, Evolution",Sarah Bethe Nelson,['Pop/Rock'],['Burger Records'],,Feb 24 2017,75
Book of Changes,Entrance,['Pop/Rock'],['Thrill Jockey'],,Feb 24 2017,76
Infinite Worlds,Vagabon,['Pop/Rock'],"['Father', 'Daughter Records']",,Feb 24 2017,84
Children of Alice,Children of Alice,['Pop/Rock'],['Warp'],,Feb 24 2017,76
The Iceberg,Oddisee,['Rap'],['Mello Music Group'],,Feb 24 2017,82
Don't Get Lost,The Brian Jonestown Massacre,['Pop/Rock'],['A Recordings'],,Feb 24 2017,76
HNDRXX,Future,['Rap'],['Epic'],,Feb 24 2017,78
Youngish American,Dams of the West,['Pop/Rock'],['Columbia'],,Feb 24 2017,56
Love in a Time of Madness,José James,['R&B'],['Blue Note'],,Feb 24 2017,73
With You Tonight,Summer Moon,['Pop/Rock'],['DTP'],,Feb 24 2017,58
NAV,NAV,['Rap'],['XO'],,Feb 24 2017,45
